,id,prediction
0,0,0.910921208954099
1,1,-1.6390305630068795
2,2,0.9194464170909682
3,3,-5.843953599569161
4,4,-2.798419410413148
5,5,-4.222780572813673
6,6,-5.984860415751528
7,7,-5.24882023249678
8,8,-6.709568064019766
9,9,-5.49393878824436
10,10,-0.4013634077761914
11,11,-4.24001019787842
12,12,-3.413621510753412
13,13,-1.391241569214297
14,14,-3.6649661260812945
15,15,-1.683619153129736
16,16,-1.3343663735396236
17,17,-3.6329097536201744
18,18,-5.067469267289913
19,19,-2.2896351691693066
20,20,-7.29087000474848
21,21,-1.9576458099554077
22,22,-3.375244050546784
23,23,-2.2382934351352812
24,24,-1.7415246808546996
25,25,-3.674946914606792
26,26,-0.7622937210778582
27,27,-3.5605131143078994
28,28,-3.1979724230055804
29,29,-3.356418752786169
30,30,-2.43829044777823
31,31,-6.032251041217999
32,32,-3.20718678658572
33,33,-2.3010929973459526
34,34,-5.296574527208106
35,35,-1.0832494699412196
36,36,-3.5502060475361823
37,37,-3.5245820763710505
38,38,-2.215422123525704
39,39,-4.512511735708067
40,40,-4.865246766954695
41,41,-1.155552560352118
42,42,-2.0658236687688856
43,43,-1.3923319231491147
44,44,-0.4723919035742823
45,45,-2.2896351691693066
46,46,-2.9243903005819094
47,47,-0.7987126715283268
48,48,-2.786098424537148
49,49,-3.945049940299195
50,50,-3.722422556788369
51,51,-3.057857825846874
52,52,-5.843953599569161
53,53,-2.260727361354711
54,54,-5.94999599610008
55,55,0.3795469922679402
56,56,-2.8955546372603136
57,57,-3.500644321799445
58,58,-3.9166661811784893
59,59,-0.9475596430505409
60,60,-5.371693044947531
61,61,-1.3707551551458002
62,62,-4.033921447058768
63,63,-0.73341262195903
64,64,-1.7281567812489476
65,65,-4.043538794392188
66,66,-4.82110272960963
67,67,-0.008692869837371386
68,68,-0.2664671232846687
69,69,-5.683379004321299
70,70,-2.292752066443769
71,71,-4.911536393273149
72,72,-5.69093455466916
73,73,-2.8874382227900837
74,74,-1.9301202994003082
75,75,-0.3133633671831402
76,76,-6.2350759872712604
77,77,-7.23806760184468
78,78,-2.089194751405072
79,79,-4.665229380067675
80,80,1.4108675848151164
81,81,-0.03710152035314751
82,82,-1.1917444247697382
83,83,-2.735783493912079
84,84,-2.238526674317611
85,85,-2.786692656715963
86,86,-3.6294983069429803
87,87,-0.6041456039617981
88,88,-2.2316683299562374
89,89,-3.195684802595403
90,90,-4.077239819979245
91,91,-2.4282935413183098
92,92,-5.856118829261822
93,93,-1.7869453574684888
94,94,-5.544965774958244
95,95,-1.2536402040995722
96,96,-6.14703764174466
97,97,-5.9317140106154245
98,98,-3.7564307964570416
99,99,-4.332111692813226
100,100,-3.7441860467238484
101,101,-3.81202231632889
102,102,0.7980322004933935
103,103,-1.945019307931498
104,104,-5.316081062202485
105,105,-0.8506226396305406
106,106,-1.0404980228682565
107,107,-2.06674902591985
108,108,-1.4856518955114146
109,109,-1.8949705862651878
110,110,-2.4092754674118475
111,111,-5.770792871642091
112,112,-3.545681940965853
113,113,-1.4837624214410954
114,114,-3.1580376525429417
115,115,-1.854089256751974
116,116,-4.401511737184228
117,117,-3.15353865815959
118,118,-5.230757650014411
119,119,-6.7375179381141495
120,120,-1.6002961546904877
121,121,-1.6596916939126394
122,122,-6.6305124333014565
123,123,-1.1093147164494745
124,124,-4.500419769496876
125,125,-3.1911689191355075
126,126,-5.520914171485717
127,127,-7.158683742834077
128,128,-0.5152345394244477
129,129,-3.831948468690324
130,130,-3.1598338985549783
131,131,-4.195864942189267
132,132,-1.754775137801215
133,133,-1.2716525633644888
134,134,-3.4995763472895876
135,135,-4.271886276762647
136,136,-3.0635453592751207
137,137,-3.388086201676259
138,138,-1.657420093265105
139,139,-4.635911419408504
140,140,-2.2475207227781118
141,141,-3.277184509083622
142,142,-1.4213217025987133
143,143,-3.901376053839231
144,144,-3.027362257269072
145,145,-1.0905883957381983
146,146,-0.05897586363518492
147,147,-2.671059482709545
148,148,-0.6704664092509076
149,149,-2.9908129348552457
150,150,0.4158424987499907
151,151,-2.0721518003372523
152,152,-3.674946914606792
153,153,-4.7219503386341275
154,154,-3.015308377986325
155,155,-0.6947959535577253
156,156,-3.6203088138727413
157,157,0.11385849640350254
158,158,-5.662175334743415
159,159,-3.766480598991588
160,160,-5.380370160017231
161,161,-1.2733484812651485
162,162,-2.2502633968421963
163,163,-3.0441174372856796
164,164,-3.83649143899883
165,165,-2.9353812374933073
166,166,-6.896052772322187
167,167,-6.2350759872712604
168,168,-1.7997494222758623
169,169,-2.659886025902536
170,170,-4.276881957991687
171,171,-1.5993704252901266
172,172,-5.813299598769482
173,173,-1.3842894269212178
174,174,-1.2980576768783791
175,175,-6.2350759872712604
176,176,-1.4735010369503374
177,177,-3.032468563736903
178,178,-1.934597787643745
179,179,-1.0441849701266221
180,180,-2.9835178899670716
181,181,-4.818580920489624
182,182,-1.9538497784112376
183,183,-2.225070373533413
184,184,-6.501418788776114
185,185,-5.033397259315008
186,186,0.6369819476712841
187,187,-5.273517377893361
188,188,-9.379130119321559
189,189,-0.9493689365670082
190,190,-3.0077705902545038
191,191,-4.070980146641706
192,192,-2.311367884606715
193,193,-2.0521738363694912
194,194,-2.7321408843836723
195,195,-4.562886049939184
196,196,-3.965248623300087
197,197,-3.722422556788369
198,198,-1.844360772357112
199,199,-2.8689454739811255
200,200,-2.1082246158659013
201,201,-1.7290502281775204
202,202,-1.4758535010136222
203,203,-3.080729262373752
204,204,-2.1718698479702256
205,205,-1.5383792076558198
206,206,-1.4657445552977675
207,207,-0.47179768191003424
208,208,-1.458033363411992
209,209,-2.280625986529952
210,210,0.6080173557305208
211,211,-3.609767425451347
212,212,-6.057692898097066
213,213,-1.7480255340051478
214,214,-2.9169832638793984
215,215,-3.9674744415526506
216,216,-1.7056194697644276
217,217,-2.3700505479268252
218,218,-6.693361554804359
219,219,-2.40498493765619
220,220,-5.590636306218502
221,221,-3.6909249174576306
222,222,-4.9563777878445645
223,223,-4.331517316222852
224,224,-1.9019244239475643
225,225,-4.582391766605471
0,226,-6.448431072291681
1,227,-0.07045570537369938
2,228,-2.007076192831669
3,229,-6.089878503685453
4,230,-2.401487266597383
5,231,-1.9057052849606975
6,232,-3.560619097809739
7,233,-0.1333404528959039
8,234,-2.9268390104958435
