,id,prediction
0,0,-1.2100219265221122
1,1,-2.9403606329130905
2,2,-0.752402829383553
3,3,-5.925923460658163
4,4,-2.061344977342345
5,5,-2.8128196926759133
6,6,-4.977536779036072
7,7,-4.79972073254916
8,8,-5.29837613304352
9,9,-2.9676093236900387
10,10,-2.09825159375457
11,11,-4.545020025513492
12,12,-2.0921578421810487
13,13,-2.4509243347432252
14,14,-4.373095696345379
15,15,-2.009357431972338
16,16,-0.722577616551584
17,17,-3.7051921850951497
18,18,-4.797135217898418
19,19,-3.1654825776142452
20,20,-7.06197711236443
21,21,-2.474607393332418
22,22,-3.6640813685023415
23,23,-2.0792836373017574
24,24,-2.7264914376305516
25,25,-4.030910546550621
26,26,-1.7383875095740104
27,27,-3.233124287779782
28,28,-2.8873980599063462
29,29,-2.8009684202417207
30,30,-3.092370239673263
31,31,-4.127879823066193
32,32,-3.1353227462461106
33,33,-2.183847857913498
34,34,-5.599575685627276
35,35,-2.327549643648082
36,36,-2.684522825225295
37,37,-2.965105520359233
38,38,-4.1120574696902805
39,39,-3.845361973086871
40,40,-4.501144317045258
41,41,-1.294148037249888
42,42,-2.265616543703648
43,43,-2.990923823491212
44,44,-1.2206390826649032
45,45,-3.1654825776142452
46,46,-2.228681650193133
47,47,-1.9014307245227906
48,48,-2.382954109371607
49,49,-3.913164055235923
50,50,-3.435015487749014
51,51,-1.7777052309589907
52,52,-5.925923460658163
53,53,-2.4129989015562563
54,54,-6.691072588543048
55,55,-1.65574061167577
56,56,-2.2833446987795396
57,57,-4.001238560311722
58,58,-5.610216724767272
59,59,-0.9255655753076232
60,60,-4.1781603788943285
61,61,-1.2378184604724636
62,62,-3.892489587090453
63,63,-2.027638671935429
64,64,-2.538748737452868
65,65,-4.05920781082598
66,66,-4.29295021055459
67,67,-1.2121969702504023
68,68,-0.8219310877412366
69,69,-6.281743188240324
70,70,-2.925452682720782
71,71,-4.310307449724171
72,72,-3.9546512453252642
73,73,-2.4394111084564516
74,74,-2.1720178654811093
75,75,-1.1903181591354393
76,76,-4.751248324535368
77,77,-6.408794005831547
78,78,-2.0599375500718624
79,79,-4.536938760849132
80,80,-1.9072466831170214
81,81,-1.3754179079952273
82,82,-0.8203588724734538
83,83,-2.904849982307157
84,84,-2.717905457633149
85,85,-2.30242276004944
86,86,-4.943178400774854
87,87,-1.2765062433173942
88,88,-3.7436874658405404
89,89,-3.9103431261357677
90,90,-3.4480934951224373
91,91,-2.342377117761148
92,92,-6.729760416459422
93,93,-2.009833109279187
94,94,-3.665216796516485
95,95,-2.1366412825767784
96,96,-5.825194130834858
97,97,-6.247214269114448
98,98,-3.054367398549322
99,99,-4.431204162916202
100,100,-4.039549152932201
101,101,-3.7053169023564996
102,102,-0.888568985048452
103,103,-2.048783520585955
104,104,-4.561769917083751
105,105,-1.2491705046415322
106,106,-1.9068813082324516
107,107,-2.641405113125432
108,108,-1.9409842503016779
109,109,-1.9124127843293204
110,110,-2.9764958217447774
111,111,-3.9091981067529065
112,112,-3.1001573609851905
113,113,-1.856850789872541
114,114,-4.259616403641467
115,115,-2.492094500846537
116,116,-1.4193686624907047
117,117,-4.4132459813380684
118,118,-3.75625178826206
119,119,-6.723738924770171
120,120,-0.9381589385042726
121,121,-1.9409842503016779
122,122,-5.376625111354923
123,123,-1.9434393830186525
124,124,-4.405315988454567
125,125,-1.4808390734024302
126,126,-3.9177250367600953
127,127,-7.2056737089615215
128,128,-0.734701401359829
129,129,-4.373095696345379
130,130,-1.1707688796867473
131,131,-3.1820201726352253
132,132,-2.848955886193987
133,133,-1.067072118549915
134,134,-2.1850903138678017
135,135,-3.6560388136384585
136,136,-3.22771988278553
137,137,-2.49739560164276
138,138,-3.819627188113101
139,139,-4.2739209623986785
140,140,-1.972530836110224
141,141,-2.960355785166537
142,142,-2.2121416225746655
143,143,-3.873933378951103
144,144,-3.186247995743838
145,145,-1.11432084317046
146,146,-0.735455263444746
147,147,-2.3649523856771197
148,148,-0.8888712803422647
149,149,-2.7789953451159617
150,150,-1.8763209709124293
151,151,-1.9593539748942084
152,152,-4.030910546550621
153,153,-3.9462556100939943
154,154,-2.4756721010283282
155,155,-1.2378184604724636
156,156,-2.3172325875559503
157,157,-0.6710189832215948
158,158,-5.635309193789196
159,159,-3.7349991310321493
160,160,-3.275742612202539
161,161,-3.998532704475639
162,162,-3.6004879790082702
163,163,-2.608572737630937
164,164,-2.814865427526414
165,165,-1.6034050642431505
166,166,-6.503208357055777
167,167,-4.751248324535368
168,168,-1.7271724433178244
169,169,-4.913949832315384
170,170,-3.884585279624198
171,171,-1.3680875616244366
172,172,-3.9892239501738285
173,173,-1.861538082512835
174,174,-2.732712320078836
175,175,-4.751248324535368
176,176,-2.2754135316520308
177,177,-2.6702019592915702
178,178,-1.9135110066046588
179,179,-2.706360174421135
180,180,-2.4422792875350825
181,181,-4.0412958305764874
182,182,-4.348072093005754
183,183,-2.2471829881449823
184,184,-4.534607883258614
185,185,-4.2578228456381595
186,186,-0.8751374887222214
187,187,-4.201304182930466
188,188,-5.238431621942576
189,189,-2.3087027663738913
190,190,-3.0594752791181707
191,191,-3.027751357535258
192,192,-2.3297359726080495
193,193,-2.058543031559846
194,194,-2.811108777497825
195,195,-3.5838741083447276
196,196,-2.7740392612639817
197,197,-3.435015487749014
198,198,-3.621334644042481
199,199,-1.9409842503016779
200,200,-2.4054560657464545
201,201,-2.343440695236828
202,202,-1.6444220312529776
203,203,-3.0011664385172327
204,204,-3.0480530379286277
205,205,-1.6471538538206725
206,206,-2.4467088888573523
207,207,-1.5838538505821858
208,208,-2.6691514583445564
209,209,-2.1608311870789856
210,210,-1.0288261144742017
211,211,-2.5551243702968987
212,212,-3.4701572329594854
213,213,-1.6599927868785003
214,214,-1.824763897993895
215,215,-3.8111355299621157
216,216,-1.4789404692012098
217,217,-2.3389657267336115
218,218,-5.721309181285011
219,219,-3.4362238542536394
220,220,-5.555912675879562
221,221,-3.3995187947407364
222,222,-4.663586699979549
223,223,-2.853752737697635
224,224,-2.599983397153025
225,225,-4.404683305160304
0,226,-4.287233643198886
1,227,-0.8341194723269568
2,228,-1.0606620753326257
3,229,-5.708407760233887
4,230,-1.8026001531599227
5,231,-2.4782447036019715
6,232,-4.2319658542214675
7,233,-0.598257699707209
8,234,-2.9959143014220317
9,235,-3.7835260346087103
10,236,-2.3047793508516246
11,237,-0.9612827220337681
12,238,-1.0803104984856648
13,239,-3.1337666661259727
14,240,-2.8398958564916024
15,241,-3.2067335213095722
16,242,-2.188931019894818
17,243,-5.30865602425997
18,244,-2.847881561135909
19,245,-4.820729781308011
20,246,-2.3369009693921647
21,247,-3.9936536868256014
22,248,-6.4250290379270805
23,249,-1.802386272636873
24,250,-3.0764988028858173
25,251,-1.3169235846164344
26,252,-2.7557049080036577
27,253,-0.9699075195939323
28,254,-4.397850445431022
29,255,-0.45247193477871306
