,id,prediction
0,0,0.4787297859730111
1,1,-1.6854421928152274
2,2,0.8630448174800902
3,3,-5.857255495553272
4,4,-2.785211500909538
5,5,-3.9901173615221497
6,6,-5.950405117862937
7,7,-5.275602121128086
8,8,-6.463101234529047
9,9,-5.297000116401838
10,10,-0.47057896930071297
11,11,-4.346024088007015
12,12,-3.318941256844256
13,13,-1.3704725110213238
14,14,-3.6550769727946646
15,15,-1.7102660829410088
16,16,-1.314298968728513
17,17,-3.568829408469595
18,18,-5.141762982844666
19,19,-2.330548952479692
20,20,-7.179598600375222
21,21,-1.9125654909281262
22,22,-3.396605800968894
23,23,-2.1921321541036325
24,24,-1.8511291363915532
25,25,-3.6320200556997704
26,26,-0.77275788038375
27,27,-3.565114779830491
28,28,-3.3246410072609502
29,29,-3.333006232357574
30,30,-2.394931843501812
31,31,-5.757338223515584
32,32,-3.1348075681689203
33,33,-2.2702810872719486
34,34,-5.110630216197128
35,35,-1.1795058087809698
36,36,-3.46757851269671
37,37,-3.4513041301167866
38,38,-2.4440155718588272
39,39,-4.490405046565455
40,40,-4.833711808450626
41,41,-1.2263513120722336
42,42,-2.12452231612272
43,43,-1.4398607976775875
44,44,-0.6149480132316332
45,45,-2.330548952479692
46,46,-2.89506113919456
47,47,-0.7600376771731739
48,48,-2.7156177324869155
49,49,-3.911933922092881
50,50,-3.661873420079692
51,51,-3.0374719627830284
52,52,-5.857255495553272
53,53,-2.3541551244679457
54,54,-5.981860220244796
55,55,0.1938732564958603
56,56,-2.817862777991419
57,57,-3.6023487587206993
58,58,-4.062327297289902
59,59,-0.9458319358108629
60,60,-5.3199807604279705
61,61,-1.3761112517230272
62,62,-4.086685723328852
63,63,-0.7580790098680235
64,64,-1.7264784269190079
65,65,-4.0463608305219
66,66,-4.7539813779631555
67,67,-0.062852545663721
68,68,-0.46680910204776516
69,69,-5.674182213790514
70,70,-2.3559801608222326
71,71,-4.919578286974609
72,72,-5.598591167553197
73,73,-2.8870913022767595
74,74,-1.9454951033676346
75,75,-0.329230922721506
76,76,-6.222718583186182
